grid,year,circuitRef,location,trackLength,trackTurns,driverRef,driverNationality,constructorRef,constructorNationality
21,2014,hockenheimring,Hockenheim,4.574,16,chilton,British,marussia,Russian
8,2018,bahrain,Sakhir,5.412,15,ocon,French,force_india,Indian
13,2018,villeneuve,Montreal,4.361,14,leclerc,Monegasque,sauber,Swiss
11,2024,vegas,Las Vegas,6.201,17,ocon,French,alpine,French
16,2002,monaco,Monte-Carlo,3.337,19,sato,Japanese,jordan,Irish
6,2012,interlagos,São Paulo,4.309,15,hulkenberg,German,force_india,Indian
13,2022,marina_bay,Marina Bay,4.94,19,vettel,German,aston_martin,British
1,2023,americas,Austin,5.513,20,leclerc,Monegasque,ferrari,Italian
7,2004,villeneuve,Montreal,4.361,14,barrichello,Brazilian,ferrari,Italian
12,2024,jeddah,Jeddah,6.174,27,albon,Thai,williams,British
23,2012,americas,Austin,5.513,20,rosa,Spanish,hrt,Spanish
13,2015,shanghai,Shanghai,5.451,16,max_verstappen,Dutch,toro_rosso,Italian
19,2014,bahrain,Sakhir,5.412,15,jules_bianchi,French,marussia,Russian
2,2023,red_bull_ring,Spielberg,4.318,10,leclerc,Monegasque,ferrari,Italian
18,2016,yas_marina,Abu Dhabi,5.281,16,kevin_magnussen,Danish,renault,French
8,2004,monza,Monza,5.793,11,pizzonia,Brazilian,williams,British
18,2020,spa,Spa,7.004,20,giovinazzi,Italian,alfa,Swiss
19,2023,jeddah,Jeddah,6.174,27,norris,British,mclaren,British
17,2003,hungaroring,Budapest,4.381,14,frentzen,German,sauber,Swiss
11,2001,hockenheimring,Hockenheim,4.574,16,irvine,British,jaguar,British
4,2000,villeneuve,Montreal,4.361,14,hakkinen,Finnish,mclaren,British
12,2003,red_bull_ring,Spielberg,4.318,10,villeneuve,Canadian,bar,British
9,2012,monza,Monza,5.793,11,resta,British,force_india,Indian
10,2019,sochi,Sochi,5.848,15,ricciardo,Australian,renault,French
1,2006,nurburgring,Nürburg,5.148,15,alonso,Spanish,renault,French
21,1996,monaco,Monte-Carlo,3.337,19,badoer,Italian,forti,Italian
6,2023,zandvoort,Zandvoort,4.259,14,sainz,Spanish,ferrari,Italian
12,2015,shanghai,Shanghai,5.451,16,kvyat,Russian,red_bull,Austrian
6,1998,nurburgring,Nürburg,5.148,15,ralf_schumacher,German,jordan,Irish
12,2002,sepang,Kuala Lumpur,5.543,15,trulli,Italian,renault,French
17,1999,silverstone,Silverstone,5.891,18,fisichella,Italian,benetton,Italian
18,2006,istanbul,Istanbul,5.338,14,liuzzi,Italian,toro_rosso,Italian
11,2005,silverstone,Silverstone,5.891,18,webber,Australian,williams,British
17,2014,hungaroring,Budapest,4.381,14,kobayashi,Japanese,caterham,Malaysian
1,2019,catalunya,Montmeló,4.657,14,bottas,Finnish,mercedes,German
12,2021,spa,Spa,7.004,20,alonso,Spanish,alpine,French
3,2014,villeneuve,Montreal,4.361,14,vettel,German,red_bull,Austrian
3,2017,interlagos,São Paulo,4.309,15,raikkonen,Finnish,ferrari,Italian
21,2013,bahrain,Sakhir,5.412,15,chilton,British,marussia,Russian
8,2017,hungaroring,Budapest,4.381,14,vandoorne,Belgian,mclaren,British
22,2014,albert_park,Melbourne,5.278,16,grosjean,French,lotus_f1,British
24,2012,interlagos,São Paulo,4.309,15,rosa,Spanish,hrt,Spanish
7,2003,magny_cours,Magny Cours,4.411,16,alonso,Spanish,renault,French
9,2023,silverstone,Silverstone,5.891,18,alonso,Spanish,aston_martin,British
13,2019,rodriguez,Mexico City,4.304,17,ricciardo,Australian,renault,French
8,2005,catalunya,Montmeló,4.657,14,michael_schumacher,German,ferrari,Italian
20,2013,marina_bay,Marina Bay,4.94,19,garde,Dutch,caterham,Malaysian
4,2005,villeneuve,Montreal,4.361,14,fisichella,Italian,renault,French
15,2023,interlagos,São Paulo,4.309,15,gasly,French,alpine,French
10,2023,suzuka,Suzuka,5.807,18,alonso,Spanish,aston_martin,British
10,2024,bahrain,Sakhir,5.412,15,hulkenberg,German,haas,American
8,2020,silverstone,Silverstone,5.891,18,ricciardo,Australian,renault,French
23,2011,istanbul,Istanbul,5.338,14,ambrosio,Belgian,virgin,British
11,2004,imola,Imola,4.909,19,coulthard,British,mclaren,British
18,2010,bahrain,Sakhir,5.412,15,alguersuari,Spanish,toro_rosso,Italian
3,1998,galvez,Buenos Aires,4.259,18,hakkinen,Finnish,mclaren,British
3,2007,fuji,Oyama,4.563,16,raikkonen,Finnish,ferrari,Italian
8,2020,bahrain,Sakhir,5.412,15,sainz,Spanish,mclaren,British
5,2006,shanghai,Shanghai,5.451,16,raikkonen,Finnish,mclaren,British
2,2001,catalunya,Montmeló,4.657,14,hakkinen,Finnish,mclaren,British
8,2009,shanghai,Shanghai,5.451,16,raikkonen,Finnish,ferrari,Italian
14,2002,red_bull_ring,Spielberg,4.318,10,mcnish,British,toyota,Japanese
12,2009,monaco,Monte-Carlo,3.337,19,piquet_jr,Brazilian,renault,French
9,2007,catalunya,Montmeló,4.657,14,coulthard,British,red_bull,Austrian
14,2012,spa,Spa,7.004,20,massa,Brazilian,ferrari,Italian
8,2018,yas_marina,Abu Dhabi,5.281,16,leclerc,Monegasque,sauber,Swiss
5,2014,silverstone,Silverstone,5.891,18,kevin_magnussen,Danish,mclaren,British
3,2010,monaco,Monte-Carlo,3.337,19,vettel,German,red_bull,Austrian
7,2012,bahrain,Sakhir,5.412,15,grosjean,French,lotus_f1,British
1,1997,monaco,Monte-Carlo,3.337,19,frentzen,German,williams,British
11,2012,sepang,Kuala Lumpur,5.543,15,maldonado,Venezuelan,williams,British
17,1998,red_bull_ring,Spielberg,4.318,10,wurz,Austrian,benetton,Italian
8,2008,hungaroring,Budapest,4.381,14,webber,Australian,red_bull,Austrian
1,2012,monza,Monza,5.793,11,hamilton,British,mclaren,British
9,2016,villeneuve,Montreal,4.361,14,hulkenberg,German,force_india,Indian
18,2020,sochi,Sochi,5.848,15,kevin_magnussen,Danish,haas,American
18,2014,monza,Monza,5.793,11,kobayashi,Japanese,caterham,Malaysian
20,2003,villeneuve,Montreal,4.361,14,raikkonen,Finnish,mclaren,British
19,2007,interlagos,São Paulo,4.309,15,nakajima,Japanese,williams,British
10,2012,valencia,Valencia,5.419,25,resta,British,force_india,Indian
9,2016,albert_park,Melbourne,5.278,16,perez,Mexican,force_india,Indian
6,2015,catalunya,Montmeló,4.657,14,max_verstappen,Dutch,toro_rosso,Italian
7,2023,baku,Baku,6.003,20,norris,British,mclaren,British
20,2010,monaco,Monte-Carlo,3.337,19,glock,German,virgin,British
12,2000,monza,Monza,5.793,11,button,British,williams,British
9,2018,interlagos,São Paulo,4.309,15,gasly,French,toro_rosso,Italian
14,2010,monza,Monza,5.793,11,buemi,Swiss,toro_rosso,Italian
18,2012,shanghai,Shanghai,5.451,16,kovalainen,Finnish,caterham,Malaysian
7,2011,istanbul,Istanbul,5.338,14,petrov,Russian,renault,French
10,2024,suzuka,Suzuka,5.807,18,tsunoda,Japanese,rb,Italian
2,2012,yas_marina,Abu Dhabi,5.281,16,webber,Australian,red_bull,Austrian
9,2008,interlagos,São Paulo,4.309,15,bourdais,French,toro_rosso,Italian
11,2017,catalunya,Montmeló,4.657,14,kevin_magnussen,Danish,haas,American
20,2001,red_bull_ring,Spielberg,4.318,10,alesi,French,prost,French
12,1997,nurburgring,Nürburg,5.148,15,magnussen,Danish,stewart,British
14,2001,magny_cours,Magny Cours,4.411,16,rosa,Spanish,jaguar,British
18,2022,americas,Austin,5.513,20,zhou,Chinese,alfa,Swiss
2,2023,zandvoort,Zandvoort,4.259,14,norris,British,mclaren,British
7,1996,albert_park,Melbourne,5.278,16,berger,Austrian,benetton,Italian
15,2015,spa,Spa,7.004,20,stevens,British,manor,British
6,2024,jeddah,Jeddah,6.174,27,norris,British,mclaren,British
16,1998,silverstone,Silverstone,5.891,18,barrichello,Brazilian,stewart,British
16,1996,nurburgring,Nürburg,5.148,15,katayama,Japanese,tyrrell,British
15,2008,interlagos,São Paulo,4.309,15,barrichello,Brazilian,honda,Japanese
12,1997,galvez,Buenos Aires,4.259,18,berger,Austrian,benetton,Italian
10,1996,catalunya,Montmeló,4.657,14,hakkinen,Finnish,mclaren,British
8,1997,monza,Monza,5.793,11,ralf_schumacher,German,jordan,Irish
19,2018,silverstone,Silverstone,5.891,18,stroll,Canadian,williams,British
13,2018,americas,Austin,5.513,20,alonso,Spanish,mclaren,British
10,2019,monaco,Monte-Carlo,3.337,19,albon,Thai,toro_rosso,Italian
12,2001,hungaroring,Budapest,4.381,14,alesi,French,jordan,Irish
8,2004,magny_cours,Magny Cours,4.411,16,gene,Spanish,williams,British
18,2004,imola,Imola,4.909,19,fisichella,Italian,sauber,Swiss
20,2021,sochi,Sochi,5.848,15,max_verstappen,Dutch,red_bull,Austrian
10,1997,monza,Monza,5.793,11,irvine,British,ferrari,Italian
12,1996,silverstone,Silverstone,5.891,18,katayama,Japanese,tyrrell,British
16,2014,interlagos,São Paulo,4.309,15,maldonado,Venezuelan,lotus_f1,British
4,2022,zandvoort,Zandvoort,4.259,14,hamilton,British,mercedes,German
12,2000,red_bull_ring,Spielberg,4.318,10,rosa,Spanish,arrows,British
11,2016,red_bull_ring,Spielberg,4.318,10,gutierrez,Mexican,haas,American
9,1997,albert_park,Melbourne,5.278,16,panis,French,prost,French
7,2016,villeneuve,Montreal,4.361,14,bottas,Finnish,williams,British
17,2019,americas,Austin,5.513,20,raikkonen,Finnish,alfa,Swiss
15,2024,interlagos,São Paulo,4.309,15,bearman,British,haas,American
19,2012,valencia,Valencia,5.419,25,webber,Australian,red_bull,Austrian
14,2018,marina_bay,Marina Bay,4.94,19,ericsson,Swedish,sauber,Swiss
5,2008,istanbul,Istanbul,5.338,14,kubica,Polish,bmw_sauber,German
19,2008,marina_bay,Marina Bay,4.94,19,sutil,German,force_india,Indian
3,2007,silverstone,Silverstone,5.891,18,alonso,Spanish,mclaren,British
1,1998,villeneuve,Montreal,4.361,14,coulthard,British,mclaren,British
12,2017,monza,Monza,5.793,11,wehrlein,German,sauber,Swiss
9,2005,albert_park,Melbourne,5.278,16,montoya,Colombian,mclaren,British
3,1997,interlagos,São Paulo,4.309,15,berger,Austrian,benetton,Italian
5,2023,suzuka,Suzuka,5.807,18,perez,Mexican,red_bull,Austrian
23,2010,sepang,Kuala Lumpur,5.543,15,bruno_senna,Brazilian,hrt,Spanish
12,2022,monaco,Monte-Carlo,3.337,19,bottas,Finnish,alfa,Swiss
12,2024,villeneuve,Montreal,4.361,14,sainz,Spanish,ferrari,Italian
10,1998,suzuka,Suzuka,5.807,18,fisichella,Italian,benetton,Italian
22,1999,imola,Imola,4.909,19,badoer,Italian,minardi,Italian
1,2016,marina_bay,Marina Bay,4.94,19,rosberg,German,mercedes,German
13,2005,albert_park,Melbourne,5.278,16,alonso,Spanish,renault,French
1,2018,yas_marina,Abu Dhabi,5.281,16,hamilton,British,mercedes,German
5,1997,spa,Spa,7.004,20,hakkinen,Finnish,mclaren,British
10,2008,marina_bay,Marina Bay,4.94,19,nakajima,Japanese,williams,British
20,2006,hockenheimring,Hockenheim,4.574,16,trulli,Italian,toyota,Japanese
8,2012,villeneuve,Montreal,4.361,14,resta,British,force_india,Indian
15,2019,suzuka,Suzuka,5.807,18,hulkenberg,German,renault,French
13,2019,marina_bay,Marina Bay,4.94,19,kevin_magnussen,Danish,haas,American
7,1998,monza,Monza,5.793,11,wurz,Austrian,benetton,Italian
8,2019,hungaroring,Budapest,4.381,14,sainz,Spanish,mclaren,British
19,2010,sepang,Kuala Lumpur,5.543,15,alonso,Spanish,ferrari,Italian
12,2009,monza,Monza,5.793,11,grosjean,French,renault,French
4,2023,red_bull_ring,Spielberg,4.318,10,norris,British,mclaren,British
4,2001,monaco,Monte-Carlo,3.337,19,barrichello,Brazilian,ferrari,Italian
11,2004,silverstone,Silverstone,5.891,18,gene,Spanish,williams,British
7,1996,spa,Spa,7.004,20,alesi,French,benetton,Italian
1,2014,albert_park,Melbourne,5.278,16,hamilton,British,mercedes,German
6,2009,valencia,Valencia,5.419,25,raikkonen,Finnish,ferrari,Italian
1,2010,villeneuve,Montreal,4.361,14,hamilton,British,mclaren,British
6,2008,silverstone,Silverstone,5.891,18,alonso,Spanish,renault,French
19,2001,red_bull_ring,Spielberg,4.318,10,fisichella,Italian,benetton,Italian
6,2016,marina_bay,Marina Bay,4.94,19,sainz,Spanish,toro_rosso,Italian
14,2016,villeneuve,Montreal,4.361,14,grosjean,French,haas,American
7,1996,hockenheimring,Hockenheim,4.574,16,coulthard,British,mclaren,British
14,2001,interlagos,São Paulo,4.309,15,burti,Brazilian,jaguar,British
14,2008,villeneuve,Montreal,4.361,14,trulli,Italian,toyota,Japanese
0,2024,hungaroring,Budapest,4.381,14,gasly,French,alpine,French
9,2022,albert_park,Melbourne,5.278,16,sainz,Spanish,ferrari,Italian
19,2000,nurburgring,Nürburg,5.148,15,salo,Finnish,sauber,Swiss
8,2022,jeddah,Jeddah,6.174,27,bottas,Finnish,alfa,Swiss
3,2005,interlagos,São Paulo,4.309,15,fisichella,Italian,renault,French
3,2017,sochi,Sochi,5.848,15,bottas,Finnish,mercedes,German
13,2019,yas_marina,Abu Dhabi,5.281,16,kvyat,Russian,toro_rosso,Italian
13,2011,suzuka,Suzuka,5.807,18,barrichello,Brazilian,williams,British
2,2020,silverstone,Silverstone,5.891,18,hamilton,British,mercedes,German
3,2001,sepang,Kuala Lumpur,5.543,15,ralf_schumacher,German,williams,British
18,2021,americas,Austin,5.513,20,vettel,German,aston_martin,British
20,2015,villeneuve,Montreal,4.361,14,button,British,mclaren,British
6,2017,sochi,Sochi,5.848,15,massa,Brazilian,williams,British
2,2008,hungaroring,Budapest,4.381,14,kovalainen,Finnish,mclaren,British
16,2007,silverstone,Silverstone,5.891,18,liuzzi,Italian,toro_rosso,Italian
9,2004,suzuka,Suzuka,5.807,18,villeneuve,Canadian,renault,French
16,2007,monza,Monza,5.793,11,vettel,German,toro_rosso,Italian
12,2016,villeneuve,Montreal,4.361,14,button,British,mclaren,British
15,2005,sepang,Kuala Lumpur,5.543,15,davidson,British,bar,British
21,2006,hockenheimring,Hockenheim,4.574,16,albers,Dutch,mf1,Russian
5,2023,zandvoort,Zandvoort,4.259,14,alonso,Spanish,aston_martin,British
10,2009,istanbul,Istanbul,5.338,14,kubica,Polish,bmw_sauber,German
4,2014,shanghai,Shanghai,5.451,16,rosberg,German,mercedes,German
11,1998,imola,Imola,4.909,19,herbert,British,sauber,Swiss
23,2010,shanghai,Shanghai,5.451,16,bruno_senna,Brazilian,hrt,Spanish
2,2017,interlagos,São Paulo,4.309,15,vettel,German,ferrari,Italian
19,2021,baku,Baku,6.003,20,stroll,Canadian,aston_martin,British
21,2011,yas_marina,Abu Dhabi,5.281,16,ambrosio,Belgian,virgin,British
11,2003,magny_cours,Magny Cours,4.411,16,pizzonia,Brazilian,jaguar,British
18,2018,monaco,Monte-Carlo,3.337,19,grosjean,French,haas,American
12,2022,spa,Spa,7.004,20,kevin_magnussen,Danish,haas,American
11,2020,hungaroring,Budapest,4.381,14,ricciardo,Australian,renault,French
5,2004,hungaroring,Budapest,4.381,14,alonso,Spanish,renault,French
4,2024,silverstone,Silverstone,5.891,18,max_verstappen,Dutch,red_bull,Austrian
9,2021,americas,Austin,5.513,20,bottas,Finnish,mercedes,German
20,2007,shanghai,Shanghai,5.451,16,sato,Japanese,super_aguri,Japanese
4,2000,sepang,Kuala Lumpur,5.543,15,barrichello,Brazilian,ferrari,Italian
18,1999,monaco,Monte-Carlo,3.337,19,panis,French,prost,French
4,2016,interlagos,São Paulo,4.309,15,max_verstappen,Dutch,red_bull,Austrian
4,2022,ricard,Le Castellet,5.842,15,hamilton,British,mercedes,German
21,2001,spa,Spa,7.004,20,bernoldi,Brazilian,arrows,British
14,2001,red_bull_ring,Spielberg,4.318,10,rosa,Spanish,jaguar,British
10,2015,villeneuve,Montreal,4.361,14,perez,Mexican,force_india,Indian
16,2003,albert_park,Melbourne,5.278,16,matta,Brazilian,toyota,Japanese
17,2010,yas_marina,Abu Dhabi,5.281,16,alguersuari,Spanish,toro_rosso,Italian
1,2018,sochi,Sochi,5.848,15,bottas,Finnish,mercedes,German
8,2024,bahrain,Sakhir,5.412,15,piastri,Australian,mclaren,British
13,1996,monaco,Monte-Carlo,3.337,19,herbert,British,sauber,Swiss
19,2004,monza,Monza,5.793,11,baumgartner,Hungarian,minardi,Italian
7,2013,suzuka,Suzuka,5.807,18,hulkenberg,German,sauber,Swiss
2,2009,hungaroring,Budapest,4.381,14,vettel,German,red_bull,Austrian
1,2009,monza,Monza,5.793,11,hamilton,British,mclaren,British
13,2021,sochi,Sochi,5.848,15,raikkonen,Finnish,alfa,Swiss
18,2015,catalunya,Montmeló,4.657,14,perez,Mexican,force_india,Indian
19,2022,rodriguez,Mexico City,4.304,17,kevin_magnussen,Danish,haas,American
14,2016,bahrain,Sakhir,5.412,15,button,British,mclaren,British
12,1999,spa,Spa,7.004,20,trulli,Italian,prost,French
1,2001,hockenheimring,Hockenheim,4.574,16,montoya,Colombian,williams,British
10,1996,monaco,Monte-Carlo,3.337,19,villeneuve,Canadian,williams,British
15,2020,bahrain,Sakhir,5.412,15,kevin_magnussen,Danish,haas,American
15,2009,valencia,Valencia,5.419,25,buemi,Swiss,toro_rosso,Italian
16,2019,catalunya,Montmeló,4.657,14,stroll,Canadian,racing_point,British
15,2002,suzuka,Suzuka,5.807,18,massa,Brazilian,sauber,Swiss
6,1999,suzuka,Suzuka,5.807,18,panis,French,prost,French
15,2022,yas_marina,Abu Dhabi,5.281,16,zhou,Chinese,alfa,Swiss
4,1996,galvez,Buenos Aires,4.259,18,alesi,French,benetton,Italian
1,2009,suzuka,Suzuka,5.807,18,vettel,German,red_bull,Austrian
2,2001,nurburgring,Nürburg,5.148,15,ralf_schumacher,German,williams,British
12,2013,albert_park,Melbourne,5.278,16,sutil,German,force_india,Indian
11,1998,galvez,Buenos Aires,4.259,18,alesi,French,sauber,Swiss
2,2002,monza,Monza,5.793,11,michael_schumacher,German,ferrari,Italian
21,2012,albert_park,Melbourne,5.278,16,pic,French,marussia,Russian
21,2016,baku,Baku,6.003,20,jolyon_palmer,British,renault,French
6,2017,red_bull_ring,Spielberg,4.318,10,grosjean,French,haas,American
11,2005,interlagos,São Paulo,4.309,15,monteiro,Portuguese,jordan,Irish
3,2010,marina_bay,Marina Bay,4.94,19,hamilton,British,mclaren,British
8,2008,albert_park,Melbourne,5.278,16,coulthard,British,red_bull,Austrian
4,2020,yas_marina,Abu Dhabi,5.281,16,norris,British,mclaren,British
17,1997,villeneuve,Montreal,4.361,14,salo,Finnish,tyrrell,British
14,2002,hockenheimring,Hockenheim,4.574,16,massa,Brazilian,sauber,Swiss
7,2021,monaco,Monte-Carlo,3.337,19,hamilton,British,mercedes,German
15,2021,baku,Baku,6.003,20,russell,British,williams,British
4,2018,yas_marina,Abu Dhabi,5.281,16,raikkonen,Finnish,ferrari,Italian
10,2019,shanghai,Shanghai,5.451,16,grosjean,French,haas,American
13,2018,hungaroring,Budapest,4.381,14,hulkenberg,German,renault,French
0,2021,spa,Spa,7.004,20,perez,Mexican,red_bull,Austrian
11,1999,albert_park,Melbourne,5.278,16,villeneuve,Canadian,bar,British
12,2006,villeneuve,Montreal,4.361,14,klien,Austrian,red_bull,Austrian
3,1996,interlagos,São Paulo,4.309,15,villeneuve,Canadian,williams,British
24,2011,shanghai,Shanghai,5.451,16,karthikeyan,Indian,hrt,Spanish
9,2003,sepang,Kuala Lumpur,5.543,15,button,British,bar,British
1,2021,yas_marina,Abu Dhabi,5.281,16,max_verstappen,Dutch,red_bull,Austrian
18,2024,baku,Baku,6.003,20,gasly,French,alpine,French
18,2004,interlagos,São Paulo,4.309,15,michael_schumacher,German,ferrari,Italian
14,1998,nurburgring,Nürburg,5.148,15,trulli,Italian,prost,French
11,2024,interlagos,São Paulo,4.309,15,bottas,Finnish,sauber,Swiss
4,2024,zandvoort,Zandvoort,4.259,14,russell,British,mercedes,German
13,2013,silverstone,Silverstone,5.891,18,perez,Mexican,mclaren,British
14,2001,suzuka,Suzuka,5.807,18,villeneuve,Canadian,bar,British
10,2014,suzuka,Suzuka,5.807,18,raikkonen,Finnish,ferrari,Italian
11,2007,shanghai,Shanghai,5.451,16,liuzzi,Italian,toro_rosso,Italian
12,2022,villeneuve,Montreal,4.361,14,albon,Thai,williams,British
18,2009,hungaroring,Budapest,4.381,14,kubica,Polish,bmw_sauber,German
9,2013,albert_park,Melbourne,5.278,16,resta,British,force_india,Indian
9,2004,indianapolis,Indianapolis,4.192,13,alonso,Spanish,renault,French
20,2019,albert_park,Melbourne,5.278,16,kubica,Polish,williams,British
19,2008,sepang,Kuala Lumpur,5.543,15,sato,Japanese,super_aguri,Japanese
21,1998,suzuka,Suzuka,5.807,18,tuero,Argentine,minardi,Italian
17,2003,catalunya,Montmeló,4.657,14,fisichella,Italian,jordan,Irish
8,2023,jeddah,Jeddah,6.174,27,piastri,Australian,mclaren,British
4,2004,indianapolis,Indianapolis,4.192,13,button,British,bar,British
6,2016,villeneuve,Montreal,4.361,14,raikkonen,Finnish,ferrari,Italian
17,2019,ricard,Le Castellet,5.842,15,stroll,Canadian,racing_point,British
9,2024,shanghai,Shanghai,5.451,16,hulkenberg,German,haas,American
13,2024,red_bull_ring,Spielberg,4.318,10,gasly,French,alpine,French
7,2012,silverstone,Silverstone,5.891,18,maldonado,Venezuelan,williams,British
20,2013,sepang,Kuala Lumpur,5.543,15,pic,French,caterham,Malaysian
19,2008,spa,Spa,7.004,20,nakajima,Japanese,williams,British
2,2005,magny_cours,Magny Cours,4.411,16,trulli,Italian,toyota,Japanese
14,2018,hungaroring,Budapest,4.381,14,ericsson,Swedish,sauber,Swiss
7,2017,silverstone,Silverstone,5.891,18,ocon,French,force_india,Indian
16,2003,interlagos,São Paulo,4.309,15,firman,Irish,jordan,Irish
1,2022,monaco,Monte-Carlo,3.337,19,leclerc,Monegasque,ferrari,Italian
22,2002,red_bull_ring,Spielberg,4.318,10,yoong,Malaysian,minardi,Italian
13,2014,bahrain,Sakhir,5.412,15,ricciardo,Australian,red_bull,Austrian
10,2013,silverstone,Silverstone,5.891,18,button,British,mclaren,British
11,2010,shanghai,Shanghai,5.451,16,barrichello,Brazilian,williams,British
15,2002,monza,Monza,5.793,11,heidfeld,German,sauber,Swiss
13,2000,hungaroring,Budapest,4.381,14,diniz,Brazilian,sauber,Swiss
5,2024,baku,Baku,6.003,20,russell,British,mercedes,German
11,2003,red_bull_ring,Spielberg,4.318,10,panis,French,toyota,Japanese
6,2006,imola,Imola,4.909,19,ralf_schumacher,German,toyota,Japanese
1,2024,vegas,Las Vegas,6.201,17,russell,British,mercedes,German
19,1998,villeneuve,Montreal,4.361,14,diniz,Brazilian,arrows,British
1,1998,catalunya,Montmeló,4.657,14,hakkinen,Finnish,mclaren,British
3,1999,monaco,Monte-Carlo,3.337,19,coulthard,British,mclaren,British
18,1996,galvez,Buenos Aires,4.259,18,diniz,Brazilian,ligier,French
16,2021,yas_marina,Abu Dhabi,5.281,16,latifi,Canadian,williams,British
2,2012,shanghai,Shanghai,5.451,16,michael_schumacher,German,mercedes,German
1,2022,catalunya,Montmeló,4.657,14,leclerc,Monegasque,ferrari,Italian
13,2023,zandvoort,Zandvoort,4.259,14,hamilton,British,mercedes,German
3,2000,indianapolis,Indianapolis,4.192,13,hakkinen,Finnish,mclaren,British
20,2007,indianapolis,Indianapolis,4.192,13,speed,American,toro_rosso,Italian
4,2004,shanghai,Shanghai,5.451,16,massa,Brazilian,sauber,Swiss
9,2003,nurburgring,Nürburg,5.148,15,coulthard,British,mclaren,British
7,2020,silverstone,Silverstone,5.891,18,gasly,French,alphatauri,Italian
8,2009,catalunya,Montmeló,4.657,14,alonso,Spanish,renault,French
17,2006,istanbul,Istanbul,5.338,14,speed,American,toro_rosso,Italian
5,2020,red_bull_ring,Spielberg,4.318,10,hamilton,British,mercedes,German
3,2015,yas_marina,Abu Dhabi,5.281,16,raikkonen,Finnish,ferrari,Italian
17,2005,silverstone,Silverstone,5.891,18,karthikeyan,Indian,jordan,Irish
3,2002,spa,Spa,7.004,20,barrichello,Brazilian,ferrari,Italian
1,2007,magny_cours,Magny Cours,4.411,16,massa,Brazilian,ferrari,Italian
17,2024,villeneuve,Montreal,4.361,14,hulkenberg,German,haas,American
18,2022,jeddah,Jeddah,6.174,27,latifi,Canadian,williams,British
9,2013,nurburgring,Nürburg,5.148,15,button,British,mclaren,British
12,2003,suzuka,Suzuka,5.807,18,frentzen,German,sauber,Swiss
6,2011,hungaroring,Budapest,4.381,14,webber,Australian,red_bull,Austrian
8,1996,spa,Spa,7.004,20,brundle,British,jordan,Irish
5,2001,imola,Imola,4.909,19,trulli,Italian,jordan,Irish
19,2013,americas,Austin,5.513,20,jules_bianchi,French,marussia,Russian
3,1998,interlagos,São Paulo,4.309,15,frentzen,German,williams,British
11,2013,yeongam,Yeongam County,5.615,18,button,British,mclaren,British
2,2005,hungaroring,Budapest,4.381,14,montoya,Colombian,mclaren,British
4,2020,bahrain,Sakhir,5.412,15,albon,Thai,red_bull,Austrian
7,2013,hungaroring,Budapest,4.381,14,massa,Brazilian,ferrari,Italian
19,1996,interlagos,São Paulo,4.309,15,badoer,Italian,forti,Italian
22,1998,imola,Imola,4.909,19,rosset,Brazilian,tyrrell,British
4,2024,monaco,Monte-Carlo,3.337,19,norris,British,mclaren,British
14,2020,bahrain,Sakhir,5.412,15,giovinazzi,Italian,alfa,Swiss
19,2020,sochi,Sochi,5.848,15,raikkonen,Finnish,alfa,Swiss
3,2020,bahrain,Sakhir,5.412,15,max_verstappen,Dutch,red_bull,Austrian
12,2011,spa,Spa,7.004,20,kobayashi,Japanese,sauber,Swiss
16,2002,spa,Spa,7.004,20,sato,Japanese,jordan,Irish
16,2017,interlagos,São Paulo,4.309,15,stroll,Canadian,williams,British
14,1999,hockenheimring,Hockenheim,4.574,16,zanardi,Italian,williams,British
6,2007,catalunya,Montmeló,4.657,14,trulli,Italian,toyota,Japanese
11,2013,buddh,Uttar Pradesh,5.141,16,ricciardo,Australian,toro_rosso,Italian
3,2003,monza,Monza,5.793,11,barrichello,Brazilian,ferrari,Italian
14,2002,sepang,Kuala Lumpur,5.543,15,massa,Brazilian,sauber,Swiss
8,2020,bahrain,Sakhir,5.412,15,gasly,French,alphatauri,Italian
15,1998,magny_cours,Magny Cours,4.411,16,verstappen,Dutch,stewart,British
1,2002,suzuka,Suzuka,5.807,18,michael_schumacher,German,ferrari,Italian
3,2023,albert_park,Melbourne,5.278,16,hamilton,British,mercedes,German
17,1997,nurburgring,Nürburg,5.148,15,nakano,Japanese,prost,French
16,2020,bahrain,Sakhir,5.412,15,giovinazzi,Italian,alfa,Swiss
15,2013,buddh,Uttar Pradesh,5.141,16,bottas,Finnish,williams,British
15,2023,vegas,Las Vegas,6.201,17,norris,British,mclaren,British
6,1996,villeneuve,Montreal,4.361,14,hakkinen,Finnish,mclaren,British
8,2012,sepang,Kuala Lumpur,5.543,15,alonso,Spanish,ferrari,Italian
17,2014,hockenheimring,Hockenheim,4.574,16,jules_bianchi,French,marussia,Russian
19,2022,hungaroring,Budapest,4.381,14,latifi,Canadian,williams,British
1,2010,hockenheimring,Hockenheim,4.574,16,vettel,German,red_bull,Austrian
11,2010,spa,Spa,7.004,20,alguersuari,Spanish,toro_rosso,Italian
3,2012,hockenheimring,Hockenheim,4.574,16,michael_schumacher,German,mercedes,German
19,1999,red_bull_ring,Spielberg,4.318,10,badoer,Italian,minardi,Italian
6,2022,yas_marina,Abu Dhabi,5.281,16,russell,British,mercedes,German
4,1999,red_bull_ring,Spielberg,4.318,10,frentzen,German,jordan,Irish
