grid,year,circuitRef,location,trackLength,trackTurns,driverRef,driverNationality,constructorRef,constructorNationality
17,2020,red_bull_ring,Spielberg,4.318,10,perez,Mexican,racing_point,British
11,2012,bahrain,Sakhir,5.412,15,raikkonen,Finnish,lotus_f1,British
17,2011,silverstone,Silverstone,5.891,18,kovalainen,Finnish,lotus_racing,Malaysian
9,2006,villeneuve,Montreal,4.361,14,barrichello,Brazilian,honda,Japanese
18,2021,jeddah,Jeddah,6.174,27,stroll,Canadian,aston_martin,British
14,2005,shanghai,Shanghai,5.451,16,klien,Austrian,red_bull,Austrian
4,2011,silverstone,Silverstone,5.891,18,massa,Brazilian,ferrari,Italian
14,2021,red_bull_ring,Spielberg,4.318,10,vettel,German,aston_martin,British
11,2014,villeneuve,Montreal,4.361,14,hulkenberg,German,force_india,Indian
1,2016,hungaroring,Budapest,4.381,14,rosberg,German,mercedes,German
6,2005,monaco,Monte-Carlo,3.337,19,heidfeld,German,williams,British
5,2020,catalunya,Montmeló,4.657,14,stroll,Canadian,racing_point,British
2,2001,monza,Monza,5.793,11,barrichello,Brazilian,ferrari,Italian
12,2012,monaco,Monte-Carlo,3.337,19,button,British,mclaren,British
6,2002,red_bull_ring,Spielberg,4.318,10,raikkonen,Finnish,mclaren,British
10,2021,losail,Al Daayen,5.419,16,vettel,German,aston_martin,British
7,2018,rodriguez,Mexico City,4.304,17,hulkenberg,German,renault,French
3,2011,yeongam,Yeongam County,5.615,18,button,British,mclaren,British
10,2018,red_bull_ring,Spielberg,4.318,10,hulkenberg,German,renault,French
10,2001,monza,Monza,5.793,11,rosa,Spanish,jaguar,British
6,2021,hungaroring,Budapest,4.381,14,norris,British,mclaren,British
7,2004,interlagos,São Paulo,4.309,15,ralf_schumacher,German,williams,British
2,2003,monza,Monza,5.793,11,montoya,Colombian,williams,British
15,2020,red_bull_ring,Spielberg,4.318,10,kevin_magnussen,Danish,haas,American
1,2017,rodriguez,Mexico City,4.304,17,vettel,German,ferrari,Italian
22,2001,interlagos,São Paulo,4.309,15,marques,Brazilian,minardi,Italian
10,2024,baku,Baku,6.003,20,bearman,British,haas,American
15,2017,catalunya,Montmeló,4.657,14,wehrlein,German,sauber,Swiss
12,2002,monza,Monza,5.793,11,fisichella,Italian,jordan,Irish
18,2021,portimao,Portimão,4.653,15,latifi,Canadian,williams,British
15,2016,bahrain,Sakhir,5.412,15,kvyat,Russian,red_bull,Austrian
20,2008,marina_bay,Marina Bay,4.94,19,fisichella,Italian,force_india,Indian
10,2002,magny_cours,Magny Cours,4.411,16,heidfeld,German,sauber,Swiss
10,2022,albert_park,Melbourne,5.278,16,alonso,Spanish,alpine,French
22,2013,marina_bay,Marina Bay,4.94,19,chilton,British,marussia,Russian
20,2022,suzuka,Suzuka,5.807,18,latifi,Canadian,williams,British
4,2011,shanghai,Shanghai,5.451,16,rosberg,German,mercedes,German
16,2022,yas_marina,Abu Dhabi,5.281,16,kevin_magnussen,Danish,haas,American
5,2007,catalunya,Montmeló,4.657,14,kubica,Polish,bmw_sauber,German
1,2017,interlagos,São Paulo,4.309,15,bottas,Finnish,mercedes,German
3,1999,imola,Imola,4.909,19,michael_schumacher,German,ferrari,Italian
12,2013,villeneuve,Montreal,4.361,14,perez,Mexican,mclaren,British
13,2013,bahrain,Sakhir,5.412,15,ricciardo,Australian,toro_rosso,Italian
12,2017,monaco,Monte-Carlo,3.337,19,vandoorne,Belgian,mclaren,British
14,2022,miami,Miami,5.412,19,ricciardo,Australian,mclaren,British
14,2006,monza,Monza,5.793,11,coulthard,British,red_bull,Austrian
7,2010,yeongam,Yeongam County,5.615,18,button,British,mclaren,British
19,2001,villeneuve,Montreal,4.361,14,burti,Brazilian,prost,French
7,1997,jerez,Jerez de la Frontera,4.428,13,irvine,British,ferrari,Italian
22,2011,spa,Spa,7.004,20,liuzzi,Italian,hrt,Spanish
8,1998,nurburgring,Nürburg,5.148,15,wurz,Austrian,benetton,Italian
15,1997,jerez,Jerez de la Frontera,4.428,13,nakano,Japanese,prost,French
20,2012,hungaroring,Budapest,4.381,14,petrov,Russian,caterham,Malaysian
8,2012,valencia,Valencia,5.419,25,hulkenberg,German,force_india,Indian
21,2006,istanbul,Istanbul,5.338,14,sato,Japanese,super_aguri,Japanese
10,1996,magny_cours,Magny Cours,4.411,16,barrichello,Brazilian,jordan,Irish
14,2024,monaco,Monte-Carlo,3.337,19,alonso,Spanish,aston_martin,British
7,2001,indianapolis,Indianapolis,4.192,13,coulthard,British,mclaren,British
10,2011,monaco,Monte-Carlo,3.337,19,petrov,Russian,renault,French
7,1998,imola,Imola,4.909,19,damon_hill,British,jordan,Irish
22,1997,jerez,Jerez de la Frontera,4.428,13,verstappen,Dutch,tyrrell,British
5,2015,rodriguez,Mexico City,4.304,17,ricciardo,Australian,red_bull,Austrian
22,2010,villeneuve,Montreal,4.361,14,bruno_senna,Brazilian,hrt,Spanish
19,1998,imola,Imola,4.909,19,tuero,Argentine,minardi,Italian
16,2008,shanghai,Shanghai,5.451,16,webber,Australian,red_bull,Austrian
2,2019,yas_marina,Abu Dhabi,5.281,16,max_verstappen,Dutch,red_bull,Austrian
20,2003,nurburgring,Nürburg,5.148,15,heidfeld,German,sauber,Swiss
1,2022,bahrain,Sakhir,5.412,15,leclerc,Monegasque,ferrari,Italian
5,2021,zandvoort,Zandvoort,4.259,14,leclerc,Monegasque,ferrari,Italian
21,2012,monaco,Monte-Carlo,3.337,19,pic,French,marussia,Russian
12,2016,sochi,Sochi,5.848,15,button,British,mclaren,British
17,2001,nurburgring,Nürburg,5.148,15,burti,Brazilian,prost,French
7,2022,monza,Monza,5.793,11,max_verstappen,Dutch,red_bull,Austrian
20,2014,hockenheimring,Hockenheim,4.574,16,hamilton,British,mercedes,German
14,2008,marina_bay,Marina Bay,4.94,19,coulthard,British,red_bull,Austrian
0,2019,suzuka,Suzuka,5.807,18,kubica,Polish,williams,British
13,2004,interlagos,São Paulo,4.309,15,villeneuve,Canadian,renault,French
2,2015,spa,Spa,7.004,20,rosberg,German,mercedes,German
17,2011,yas_marina,Abu Dhabi,5.281,16,kovalainen,Finnish,lotus_racing,Malaysian
3,2002,suzuka,Suzuka,5.807,18,coulthard,British,mclaren,British
12,2002,nurburgring,Nürburg,5.148,15,panis,French,bar,British
2,2008,hockenheimring,Hockenheim,4.574,16,massa,Brazilian,ferrari,Italian
8,2017,interlagos,São Paulo,4.309,15,sainz,Spanish,renault,French
8,2017,rodriguez,Mexico City,4.304,17,sainz,Spanish,renault,French
14,2016,catalunya,Montmeló,4.657,14,grosjean,French,haas,American
4,2001,indianapolis,Indianapolis,4.192,13,hakkinen,Finnish,mclaren,British
20,2018,monaco,Monte-Carlo,3.337,19,max_verstappen,Dutch,red_bull,Austrian
1,2018,hockenheimring,Hockenheim,4.574,16,vettel,German,ferrari,Italian
6,2015,rodriguez,Mexico City,4.304,17,bottas,Finnish,williams,British
16,2015,interlagos,São Paulo,4.309,15,button,British,mclaren,British
13,2024,albert_park,Melbourne,5.278,16,bottas,Finnish,sauber,Swiss
15,2016,baku,Baku,6.003,20,nasr,Brazilian,sauber,Swiss
24,2010,yas_marina,Abu Dhabi,5.281,16,klien,Austrian,hrt,Spanish
21,2001,monaco,Monte-Carlo,3.337,19,burti,Brazilian,prost,French
5,2017,villeneuve,Montreal,4.361,14,max_verstappen,Dutch,red_bull,Austrian
10,2014,hungaroring,Budapest,4.381,14,kvyat,Russian,toro_rosso,Italian
14,2018,sochi,Sochi,5.848,15,stroll,Canadian,williams,British
20,2024,americas,Austin,5.513,20,russell,British,mercedes,German
20,2024,monza,Monza,5.793,11,zhou,Chinese,sauber,Swiss
24,2012,hungaroring,Budapest,4.381,14,karthikeyan,Indian,hrt,Spanish
14,2006,imola,Imola,4.909,19,coulthard,British,red_bull,Austrian
2,2015,catalunya,Montmeló,4.657,14,hamilton,British,mercedes,German
3,2013,bahrain,Sakhir,5.412,15,alonso,Spanish,ferrari,Italian
11,2007,interlagos,São Paulo,4.309,15,barrichello,Brazilian,honda,Japanese
10,2009,sepang,Kuala Lumpur,5.543,15,heidfeld,German,bmw_sauber,German
16,2022,hungaroring,Budapest,4.381,14,tsunoda,Japanese,alphatauri,Italian
19,1999,villeneuve,Montreal,4.361,14,takagi,Japanese,arrows,British
17,2010,marina_bay,Marina Bay,4.94,19,hulkenberg,German,williams,British
11,1998,suzuka,Suzuka,5.807,18,herbert,British,sauber,Swiss
8,2007,monza,Monza,5.793,11,rosberg,German,williams,British
8,1997,spa,Spa,7.004,20,diniz,Brazilian,arrows,British
6,2001,imola,Imola,4.909,19,barrichello,Brazilian,ferrari,Italian
10,2008,catalunya,Montmeló,4.657,14,piquet_jr,Brazilian,renault,French
18,2013,villeneuve,Montreal,4.361,14,pic,French,caterham,Malaysian
19,2005,suzuka,Suzuka,5.807,18,trulli,Italian,toyota,Japanese
6,2003,interlagos,São Paulo,4.309,15,ralf_schumacher,German,williams,British
15,2008,spa,Spa,7.004,20,rosberg,German,williams,British
2,2021,interlagos,São Paulo,4.309,15,max_verstappen,Dutch,red_bull,Austrian
12,2006,catalunya,Montmeló,4.657,14,montoya,Colombian,mclaren,British
1,2018,americas,Austin,5.513,20,hamilton,British,mercedes,German
15,1999,interlagos,São Paulo,4.309,15,diniz,Brazilian,sauber,Swiss
20,2005,interlagos,São Paulo,4.309,15,villeneuve,Canadian,sauber,Swiss
15,2005,monaco,Monte-Carlo,3.337,19,monteiro,Portuguese,jordan,Irish
15,2007,magny_cours,Magny Cours,4.411,16,speed,American,toro_rosso,Italian
3,2018,bahrain,Sakhir,5.412,15,bottas,Finnish,mercedes,German
5,2009,bahrain,Sakhir,5.412,15,hamilton,British,mclaren,British
15,2011,sepang,Kuala Lumpur,5.543,15,barrichello,Brazilian,williams,British
3,2012,silverstone,Silverstone,5.891,18,michael_schumacher,German,mercedes,German
4,2003,magny_cours,Magny Cours,4.411,16,raikkonen,Finnish,mclaren,British
16,2017,sepang,Kuala Lumpur,5.543,15,grosjean,French,haas,American
12,2019,hockenheimring,Hockenheim,4.574,16,kevin_magnussen,Danish,haas,American
9,2020,nurburgring,Nürburg,5.148,15,perez,Mexican,racing_point,British
17,1999,red_bull_ring,Spielberg,4.318,10,alesi,French,sauber,Swiss
6,1997,catalunya,Montmeló,4.657,14,berger,Austrian,benetton,Italian
12,1999,monaco,Monte-Carlo,3.337,19,salo,Finnish,bar,British
3,2012,valencia,Valencia,5.419,25,maldonado,Venezuelan,williams,British
6,2024,hungaroring,Budapest,4.381,14,leclerc,Monegasque,ferrari,Italian
1,2008,istanbul,Istanbul,5.338,14,massa,Brazilian,ferrari,Italian
12,2023,americas,Austin,5.513,20,zhou,Chinese,alfa,Swiss
10,2016,catalunya,Montmeló,4.657,14,alonso,Spanish,mclaren,British
6,2012,albert_park,Melbourne,5.278,16,vettel,German,red_bull,Austrian
9,1996,hungaroring,Budapest,4.381,14,coulthard,British,mclaren,British
2,2016,red_bull_ring,Spielberg,4.318,10,hulkenberg,German,force_india,Indian
22,2010,silverstone,Silverstone,5.891,18,grassi,Brazilian,virgin,British
14,2023,villeneuve,Montreal,4.361,14,bottas,Finnish,alfa,Swiss
4,2018,suzuka,Suzuka,5.807,18,raikkonen,Finnish,ferrari,Italian
6,2013,suzuka,Suzuka,5.807,18,rosberg,German,mercedes,German
11,2017,americas,Austin,5.513,20,kvyat,Russian,toro_rosso,Italian
14,2011,yeongam,Yeongam County,5.615,18,kobayashi,Japanese,sauber,Swiss
5,2003,albert_park,Melbourne,5.278,16,panis,French,toyota,Japanese
14,2004,nurburgring,Nürburg,5.148,15,webber,Australian,jaguar,British
10,2013,yas_marina,Abu Dhabi,5.281,16,alonso,Spanish,ferrari,Italian
22,2012,suzuka,Suzuka,5.807,18,petrov,Russian,caterham,Malaysian
18,2017,rodriguez,Mexico City,4.304,17,alonso,Spanish,mclaren,British
7,2020,silverstone,Silverstone,5.891,18,sainz,Spanish,mclaren,British
16,2019,bahrain,Sakhir,5.412,15,giovinazzi,Italian,alfa,Swiss
16,2019,monza,Monza,5.793,11,norris,British,mclaren,British
13,2014,hockenheimring,Hockenheim,4.574,16,vergne,French,toro_rosso,Italian
7,2004,bahrain,Sakhir,5.412,15,trulli,Italian,renault,French
6,2004,indianapolis,Indianapolis,4.192,13,ralf_schumacher,German,williams,British
13,2021,americas,Austin,5.513,20,stroll,Canadian,aston_martin,British
13,2003,hockenheimring,Hockenheim,4.574,16,fisichella,Italian,jordan,Irish
15,2004,shanghai,Shanghai,5.451,16,klien,Austrian,jaguar,British
10,1996,spa,Spa,7.004,20,barrichello,Brazilian,jordan,Irish
2,2005,interlagos,São Paulo,4.309,15,montoya,Colombian,mclaren,British
2,2006,bahrain,Sakhir,5.412,15,massa,Brazilian,ferrari,Italian
1,2010,catalunya,Montmeló,4.657,14,webber,Australian,red_bull,Austrian
14,2019,rodriguez,Mexico City,4.304,17,raikkonen,Finnish,alfa,Swiss
7,2003,silverstone,Silverstone,5.891,18,montoya,Colombian,williams,British
7,2019,sochi,Sochi,5.848,15,norris,British,mclaren,British
10,2018,bahrain,Sakhir,5.412,15,sainz,Spanish,renault,French
18,2024,red_bull_ring,Spielberg,4.318,10,bottas,Finnish,sauber,Swiss
7,2016,suzuka,Suzuka,5.807,18,grosjean,French,haas,American
16,2007,monaco,Monte-Carlo,3.337,19,raikkonen,Finnish,ferrari,Italian
20,2018,sochi,Sochi,5.848,15,brendon_hartley,New Zealander,toro_rosso,Italian
21,2006,nurburgring,Nürburg,5.148,15,montagny,French,super_aguri,Japanese
9,2024,bahrain,Sakhir,5.412,15,hamilton,British,mercedes,German
13,2016,villeneuve,Montreal,4.361,14,gutierrez,Mexican,haas,American
6,2003,nurburgring,Nürburg,5.148,15,trulli,Italian,renault,French
7,2010,monza,Monza,5.793,11,rosberg,German,mercedes,German
2,2013,bahrain,Sakhir,5.412,15,vettel,German,red_bull,Austrian
15,2013,americas,Austin,5.513,20,button,British,mclaren,British
5,2024,suzuka,Suzuka,5.807,18,alonso,Spanish,aston_martin,British
23,2010,spa,Spa,7.004,20,petrov,Russian,renault,French
6,2004,hockenheimring,Hockenheim,4.574,16,trulli,Italian,renault,French
9,1999,magny_cours,Magny Cours,4.411,16,herbert,British,stewart,British
15,1997,hockenheimring,Hockenheim,4.574,16,magnussen,Danish,stewart,British
3,2007,magny_cours,Magny Cours,4.411,16,raikkonen,Finnish,ferrari,Italian
11,2023,baku,Baku,6.003,20,russell,British,mercedes,German
17,2005,istanbul,Istanbul,5.338,14,doornbos,Dutch,minardi,Italian
8,1999,hockenheimring,Hockenheim,4.574,16,damon_hill,British,jordan,Irish
20,2000,monza,Monza,5.793,11,heidfeld,German,prost,French
1,2015,monaco,Monte-Carlo,3.337,19,hamilton,British,mercedes,German
2,2011,catalunya,Montmeló,4.657,14,vettel,German,red_bull,Austrian
22,2001,hungaroring,Budapest,4.381,14,marques,Brazilian,minardi,Italian
12,2003,nurburgring,Nürburg,5.148,15,button,British,bar,British
15,2022,ricard,Le Castellet,5.842,15,stroll,Canadian,aston_martin,British
6,1998,magny_cours,Magny Cours,4.411,16,ralf_schumacher,German,jordan,Irish
9,2004,monza,Monza,5.793,11,trulli,Italian,renault,French
20,2021,catalunya,Montmeló,4.657,14,mazepin,Russian,haas,American
12,2024,hungaroring,Budapest,4.381,14,bottas,Finnish,sauber,Swiss
12,1998,hockenheimring,Hockenheim,4.574,16,herbert,British,sauber,Swiss
8,2006,hungaroring,Budapest,4.381,14,trulli,Italian,toyota,Japanese
21,2010,bahrain,Sakhir,5.412,15,kovalainen,Finnish,lotus_racing,Malaysian
13,2008,monza,Monza,5.793,11,coulthard,British,red_bull,Austrian
2,2009,spa,Spa,7.004,20,trulli,Italian,toyota,Japanese
14,2023,marina_bay,Marina Bay,4.94,19,albon,Thai,williams,British
16,2019,ricard,Le Castellet,5.842,15,grosjean,French,haas,American
12,2011,valencia,Valencia,5.419,25,resta,British,force_india,Indian
19,2007,silverstone,Silverstone,5.891,18,davidson,British,super_aguri,Japanese
9,1997,monaco,Monte-Carlo,3.337,19,alesi,French,benetton,Italian
2,2024,americas,Austin,5.513,20,max_verstappen,Dutch,red_bull,Austrian
9,2016,hungaroring,Budapest,4.381,14,hulkenberg,German,force_india,Indian
18,2007,magny_cours,Magny Cours,4.411,16,wurz,Austrian,williams,British
10,2018,rodriguez,Mexico City,4.304,17,ericsson,Swedish,sauber,Swiss
23,2012,spa,Spa,7.004,20,rosberg,German,mercedes,German
3,2011,monaco,Monte-Carlo,3.337,19,webber,Australian,red_bull,Austrian
1,2019,albert_park,Melbourne,5.278,16,hamilton,British,mercedes,German
15,2007,fuji,Oyama,4.563,16,ralf_schumacher,German,toyota,Japanese
5,1999,suzuka,Suzuka,5.807,18,irvine,British,ferrari,Italian
9,2016,shanghai,Shanghai,5.451,16,max_verstappen,Dutch,toro_rosso,Italian
11,2005,villeneuve,Montreal,4.361,14,massa,Brazilian,sauber,Swiss
18,2013,sepang,Kuala Lumpur,5.543,15,bottas,Finnish,williams,British
11,2017,sepang,Kuala Lumpur,5.543,15,massa,Brazilian,williams,British
10,2013,hungaroring,Budapest,4.381,14,webber,Australian,red_bull,Austrian
20,2000,nurburgring,Nürburg,5.148,15,gene,Spanish,minardi,Italian
18,1997,monza,Monza,5.793,11,morbidelli,Italian,sauber,Swiss
17,1998,hungaroring,Budapest,4.381,14,verstappen,Dutch,stewart,British
19,2011,sepang,Kuala Lumpur,5.543,15,kovalainen,Finnish,lotus_racing,Malaysian
19,2016,hungaroring,Budapest,4.381,14,kevin_magnussen,Danish,renault,French
4,2002,catalunya,Montmeló,4.657,14,montoya,Colombian,williams,British
18,1997,nurburgring,Nürburg,5.148,15,marques,Brazilian,minardi,Italian
5,2005,bahrain,Sakhir,5.412,15,webber,Australian,williams,British
24,2011,suzuka,Suzuka,5.807,18,liuzzi,Italian,hrt,Spanish
10,2024,miami,Miami,5.412,19,tsunoda,Japanese,rb,Italian
11,2000,sepang,Kuala Lumpur,5.543,15,zonta,Brazilian,bar,British
4,2018,rodriguez,Mexico City,4.304,17,vettel,German,ferrari,Italian
2,2003,monaco,Monte-Carlo,3.337,19,raikkonen,Finnish,mclaren,British
4,2021,imola,Imola,4.909,19,leclerc,Monegasque,ferrari,Italian
21,2008,catalunya,Montmeló,4.657,14,davidson,British,super_aguri,Japanese
1,2014,villeneuve,Montreal,4.361,14,rosberg,German,mercedes,German
10,2019,hungaroring,Budapest,4.381,14,raikkonen,Finnish,alfa,Swiss
4,2013,shanghai,Shanghai,5.451,16,rosberg,German,mercedes,German
11,2015,sepang,Kuala Lumpur,5.543,15,raikkonen,Finnish,ferrari,Italian
11,2001,nurburgring,Nürburg,5.148,15,villeneuve,Canadian,bar,British
12,2021,sochi,Sochi,5.848,15,tsunoda,Japanese,alphatauri,Italian
18,2019,monaco,Monte-Carlo,3.337,19,giovinazzi,Italian,alfa,Swiss
6,2001,indianapolis,Indianapolis,4.192,13,heidfeld,German,sauber,Swiss
14,2009,bahrain,Sakhir,5.412,15,heidfeld,German,bmw_sauber,German
1,1998,nurburgring,Nürburg,5.148,15,michael_schumacher,German,ferrari,Italian
16,2023,monaco,Monte-Carlo,3.337,19,sargeant,American,williams,British
13,2016,suzuka,Suzuka,5.807,18,kvyat,Russian,toro_rosso,Italian
5,2011,valencia,Valencia,5.419,25,massa,Brazilian,ferrari,Italian
11,2006,istanbul,Istanbul,5.338,14,rosa,Spanish,mclaren,British
18,1998,suzuka,Suzuka,5.807,18,diniz,Brazilian,arrows,British
9,2010,marina_bay,Marina Bay,4.94,19,michael_schumacher,German,mercedes,German
18,2021,baku,Baku,6.003,20,mazepin,Russian,haas,American
13,2024,zandvoort,Zandvoort,4.259,14,ricciardo,Australian,rb,Italian
13,2005,villeneuve,Montreal,4.361,14,heidfeld,German,williams,British
21,2007,shanghai,Shanghai,5.451,16,sutil,German,spyker,Dutch
3,2002,monaco,Monte-Carlo,3.337,19,michael_schumacher,German,ferrari,Italian
5,2021,monaco,Monte-Carlo,3.337,19,norris,British,mclaren,British
20,2005,silverstone,Silverstone,5.891,18,monteiro,Portuguese,jordan,Irish
1,2002,indianapolis,Indianapolis,4.192,13,michael_schumacher,German,ferrari,Italian
19,1996,catalunya,Montmeló,4.657,14,fisichella,Italian,minardi,Italian
11,2023,monaco,Monte-Carlo,3.337,19,piastri,Australian,mclaren,British
19,2017,interlagos,São Paulo,4.309,15,gasly,French,toro_rosso,Italian
10,2008,shanghai,Shanghai,5.451,16,piquet_jr,Brazilian,renault,French
17,2007,nurburgring,Nürburg,5.148,15,button,British,honda,Japanese
8,2011,valencia,Valencia,5.419,25,michael_schumacher,German,mercedes,German
13,2003,magny_cours,Magny Cours,4.411,16,matta,Brazilian,toyota,Japanese
6,2024,silverstone,Silverstone,5.891,18,hulkenberg,German,haas,American
2,2005,hockenheimring,Hockenheim,4.574,16,button,British,bar,British
1,2008,valencia,Valencia,5.419,25,massa,Brazilian,ferrari,Italian
19,2019,bahrain,Sakhir,5.412,15,russell,British,williams,British
3,2018,silverstone,Silverstone,5.891,18,raikkonen,Finnish,ferrari,Italian
10,2000,sepang,Kuala Lumpur,5.543,15,frentzen,German,jordan,Irish
12,2021,portimao,Portimão,4.653,15,giovinazzi,Italian,alfa,Swiss
3,2010,yas_marina,Abu Dhabi,5.281,16,alonso,Spanish,ferrari,Italian
19,2009,valencia,Valencia,5.419,25,alguersuari,Spanish,toro_rosso,Italian
5,1999,hockenheimring,Hockenheim,4.574,16,irvine,British,ferrari,Italian
11,2021,losail,Al Daayen,5.419,16,perez,Mexican,red_bull,Austrian
8,2019,suzuka,Suzuka,5.807,18,norris,British,mclaren,British
15,2024,rodriguez,Mexico City,4.304,17,bottas,Finnish,sauber,Swiss
1,1998,monza,Monza,5.793,11,michael_schumacher,German,ferrari,Italian
6,2005,sepang,Kuala Lumpur,5.543,15,raikkonen,Finnish,mclaren,British
16,2002,catalunya,Montmeló,4.657,14,rosa,Spanish,jaguar,British
4,2014,interlagos,São Paulo,4.309,15,bottas,Finnish,williams,British
16,2011,suzuka,Suzuka,5.807,18,alguersuari,Spanish,toro_rosso,Italian
16,2020,yas_marina,Abu Dhabi,5.281,16,russell,British,williams,British
17,2007,albert_park,Melbourne,5.278,16,speed,American,toro_rosso,Italian
8,2017,baku,Baku,6.003,20,stroll,Canadian,williams,British
